x [m] 	y [m]
-1.9744	0.0000
-1.9872	0.0000
-2.0000	0.0000
-2.0128	0.0000
-2.0256	0.0000
-2.0385	0.0000
-2.0513	0.0000
-2.0641	0.0000
-2.0769	0.0000
-2.0897	0.0000
-2.1026	0.0000
-2.1154	0.0000
-2.1282	0.0000
-2.1410	0.0000
-2.1538	0.0000
-2.1667	0.0000
-2.1795	0.0000
-2.1923	0.0000
-2.2051	0.0000
-2.2179	0.0000
-2.2308	0.0000
-2.2436	0.0000
-2.2564	0.0000
-2.2692	0.0000
-2.2821	0.0000
-2.2949	0.0000
-2.3077	0.0000
-2.3205	0.0000
-2.3333	0.0000
-2.3462	0.0000
-2.3590	0.0000
-2.3718	0.0000
-2.3846	0.0000
-2.3974	0.0000
-2.4103	0.0000
-2.4231	0.0000
-2.4359	0.0000
-2.4487	0.0000
-2.4615	0.0000
-2.4744	0.0000
-2.4872	0.0000
-2.5000	0.0000
-2.5128	0.0000
-2.5256	0.0000
-2.5385	0.0000
-2.5513	0.0000
-2.5641	0.0000
-2.5769	0.0000
-2.5897	0.0000
-2.6026	0.0000
-2.6154	0.0000
-2.6282	0.0000
-2.6410	0.0000
-2.6538	0.0000
-2.6667	0.0000
-2.6795	0.0000
-2.6923	0.0000
-2.7051	0.0000
-2.7179	0.0000
-2.7308	0.0000
-2.7436	0.0000
-2.7564	0.0000
-2.7692	0.0000
-2.7821	0.0000
-2.7949	0.0000
-2.8077	0.0000
-2.8205	0.0000
-2.8333	0.0000
-2.8462	0.0000
-2.8590	0.0000
-2.8718	0.0000
-2.8846	0.0000
-2.8974	0.0000
-2.9103	0.0000
-2.9231	0.0000
-2.9359	0.0000
-2.9487	0.0000
-2.9615	0.0000
-2.9744	0.0000
-2.9872	0.0000
-3.0000	0.0000
-3.0128	0.0000
-3.0256	0.0000
-3.0385	0.0000
-3.0513	0.0000
-3.0641	0.0000
-3.0769	0.0000
-3.0897	0.0000
-3.1026	0.0000
-3.1154	0.0000
-3.1282	0.0000
-3.1410	0.0000
-3.1538	0.0000
-3.1667	0.0000
-3.1795	0.0000
-3.1923	0.0000
-3.2051	0.0000
-3.2179	0.0000
-3.2308	0.0000
-3.2436	0.0000
-3.2564	0.0000
-3.2692	0.0000
-3.2821	0.0000
-3.2949	0.0000
-3.3077	0.0000
-3.3205	0.0000
-3.3333	0.0000
-3.3462	0.0000
-3.3590	0.0000
-3.3718	0.0000
-3.3846	0.0000
-3.3974	0.0000
-3.4103	0.0000
-3.4231	0.0000
-3.4359	0.0000
-3.4487	0.0000
-3.4615	0.0000
-3.4744	0.0000
-3.4872	0.0000
-3.5000	0.0000
-3.5128	0.0000
-3.5256	0.0000
-3.5385	0.0000
-3.5513	0.0000
-3.5641	0.0000
-3.5769	0.0000
-3.5897	0.0000
-3.6026	0.0000
-3.6154	0.0000
-3.6282	0.0000
-3.6410	0.0000
-3.6538	0.0000
-3.6667	0.0000
-3.6795	0.0000
-3.6923	0.0000
-3.7051	0.0000
-3.7179	0.0000
-3.7308	0.0000
-3.7436	0.0000
-3.7564	0.0000
-3.7692	0.0000
-3.7821	0.0000
-3.7949	0.0000
-3.8077	0.0000
-3.8205	0.0000
-3.8333	0.0000
-3.8462	0.0000
-3.8590	0.0000
-3.8718	0.0000
-3.8846	0.0000
-3.8974	0.0000
-3.9103	0.0000
-3.9231	0.0000
-3.9359	0.0000
-3.9487	0.0000
-3.9615	0.0000
-3.9744	0.0000
-3.9872	0.0000
-4.0000	0.0000
-4.0128	0.0000
-4.0256	0.0000
-4.0385	0.0000
-4.0513	0.0000
-4.0641	0.0000
-4.0769	0.0000
-4.0897	0.0000
-4.1026	0.0000
-4.1154	0.0000
-4.1282	0.0000
-4.1410	0.0000
-4.1538	0.0000
-4.1667	0.0000
-4.1795	0.0000
-4.1923	0.0000
-4.2051	0.0000
-4.2179	0.0000
-4.2308	0.0000
-4.2436	0.0000
-4.2564	0.0000
-4.2692	0.0000
-4.2821	0.0000
-4.2949	0.0000
-4.3077	0.0000
-4.3205	0.0000
-4.3333	0.0000
-4.3462	0.0000
-4.3590	0.0000
-4.3718	0.0000
-4.3846	0.0000
-4.3974	0.0000
-4.4103	0.0000
-4.4231	0.0000
-4.4359	0.0000
-4.4487	0.0000
-4.4615	0.0000
-4.4744	0.0000
-4.4872	0.0000
-4.5000	0.0000
-4.5128	0.0000
-4.5256	0.0000
-4.5385	0.0000
-4.5513	0.0000
-4.5641	0.0000
-4.5769	0.0000
-4.5897	0.0000
-4.6026	0.0000
-4.6154	0.0000
-4.6282	0.0000
-4.6410	0.0000
-4.6538	0.0000
-4.6667	0.0000
-4.6795	0.0000
-4.6923	0.0000
-4.7051	0.0000
-4.7179	0.0000
-4.7308	0.0000
-4.7436	0.0000
-4.7564	0.0000
-4.7692	0.0000
-4.7821	0.0000
-4.7949	0.0000
-4.8077	0.0000
-4.8205	0.0000
-4.8333	0.0000
-4.8462	0.0000
-4.8590	0.0000
-4.8718	0.0000
-4.8846	0.0000
-4.8974	0.0000
-4.9103	0.0000
-4.9231	0.0000
-4.9359	0.0000
-4.9487	0.0000
-4.9615	0.0000
-4.9744	0.0000
-4.9872	0.0000
-5.0000	0.0000
-5.0128	0.0000
-5.0256	0.0000
-5.0385	0.0000
-5.0513	0.0000
-5.0641	0.0000
-5.0769	0.0000
-5.0897	0.0000
-5.1026	0.0000
-5.1154	0.0000
-5.1282	0.0000
-5.1410	0.0128
-5.1538	0.0128
-5.1667	0.0128
-5.1795	0.0128
-5.1923	0.0128
-5.2051	0.0128
-5.2179	0.0128
-5.2308	0.0128
-5.2436	0.0128
-5.2564	0.0256
-5.2692	0.0256
-5.2821	0.0256
-5.2949	0.0256
-5.3077	0.0256
-5.3205	0.0256
-5.3333	0.0256
-5.3462	0.0385
-5.3590	0.0385
-5.3718	0.0385
-5.3846	0.0385
-5.3974	0.0385
-5.4103	0.0513
-5.4231	0.0513
-5.4359	0.0513
-5.4487	0.0513
-5.4615	0.0513
-5.4744	0.0641
-5.4872	0.0641
-5.5000	0.0641
-5.5128	0.0641
-5.5256	0.0769
-5.5385	0.0769
-5.5513	0.0769
-5.5641	0.0897
-5.5769	0.0897
-5.5897	0.0897
-5.6026	0.1026
-5.6154	0.1026
-5.6282	0.1026
-5.6410	0.1154
-5.6538	0.1154
-5.6667	0.1154
-5.6795	0.1282
-5.6923	0.1282
-5.7051	0.1282
-5.7179	0.1410
-5.7308	0.1410
-5.7436	0.1538
-5.7564	0.1538
-5.7692	0.1538
-5.7821	0.1667
-5.7949	0.1667
-5.8077	0.1795
-5.8205	0.1795
-5.8333	0.1923
-5.8462	0.1923
-5.8590	0.1923
-5.8718	0.2051
-5.8846	0.2051
-5.8974	0.2179
-5.9103	0.2308
-5.9231	0.2308
-5.9359	0.2436
-5.9487	0.2436
-5.9615	0.2564
-5.9744	0.2692
-5.9872	0.2692
-6.0000	0.2692
-6.0128	0.2821
-6.0256	0.2949
-6.0385	0.3077
-6.0513	0.3077
-6.0641	0.3205
-6.0769	0.3333
-6.0897	0.3333
-6.1026	0.3462
-6.1154	0.3590
-6.1282	0.3590
-6.1410	0.3718
-6.1538	0.3846
-6.1667	0.3974
-6.1795	0.3974
-6.1923	0.4103
-6.2051	0.4231
-6.2179	0.4359
-6.2308	0.4359
-6.2436	0.4487
-6.2564	0.4615
-6.2692	0.4744
-6.2820	0.4872
-6.2949	0.5000
-6.3077	0.5128
-6.3205	0.5128
-6.3333	0.5256
-6.3462	0.5385
-6.3590	0.5513
-6.3718	0.5641
-6.3846	0.5769
-6.3974	0.5897
-6.4103	0.6026
-6.4231	0.6154
-6.4359	0.6282
-6.4487	0.6410
-6.4615	0.6538
-6.4744	0.6667
-6.4872	0.6795
-6.5000	0.6923
-6.5128	0.7051
-6.5256	0.7179
-6.5385	0.7308
-6.5513	0.7436
-6.5513	0.7564
-6.5641	0.7692
-6.5769	0.7821
-6.5897	0.7949
-6.5897	0.8077
-6.6026	0.8205
-6.6154	0.8333
-6.6282	0.8462
-6.6282	0.8590
-6.6410	0.8718
-6.6538	0.8846
-6.6538	0.8974
-6.6667	0.9103
-6.6795	0.9231
-6.6795	0.9359
-6.6923	0.9487
-6.6923	0.9615
-6.7051	0.9744
-6.7179	0.9872
-6.7179	1.0000
-6.7308	1.0128
-6.7308	1.0256
-6.7436	1.0385
-6.7436	1.0513
-6.7564	1.0641
-6.7564	1.0769
-6.7692	1.0897
-6.7692	1.1026
-6.7820	1.1154
-6.7820	1.1282
-6.7949	1.1410
-6.7949	1.1538
-6.8077	1.1667
-6.8077	1.1795
-6.8205	1.1923
-6.8205	1.2051
-6.8333	1.2179
-6.8333	1.2308
-6.8333	1.2436
-6.8333	1.2564
-6.8462	1.2692
-6.8462	1.2821
-6.8590	1.2949
-6.8590	1.3077
-6.8590	1.3205
-6.8718	1.3333
-6.8718	1.3462
-6.8718	1.3590
-6.8846	1.3718
-6.8846	1.3846
-6.8846	1.3974
-6.8974	1.4103
-6.8974	1.4231
-6.8974	1.4359
-6.9103	1.4487
-6.9103	1.4615
-6.9103	1.4744
-6.9231	1.4872
-6.9231	1.5000
-6.9231	1.5128
-6.9231	1.5256
-6.9231	1.5385
-6.9359	1.5513
-6.9359	1.5641
-6.9359	1.5769
-6.9359	1.5897
-6.9487	1.6026
-6.9487	1.6154
-6.9487	1.6282
-6.9487	1.6410
-6.9487	1.6538
-6.9615	1.6667
-6.9615	1.6795
-6.9615	1.6923
-6.9615	1.7051
-6.9615	1.7179
-6.9615	1.7308
-6.9615	1.7436
-6.9744	1.7564
-6.9744	1.7692
-6.9744	1.7821
-6.9744	1.7949
-6.9744	1.8077
-6.9744	1.8205
-6.9744	1.8333
-6.9744	1.8462
-6.9744	1.8590
-6.9744	1.8718
-6.9744	1.8846
-6.9744	1.8974
-6.9872	1.9103
-6.9872	1.9231
-6.9872	1.9359
-6.9872	1.9487
-6.9872	1.9615
-6.9872	1.9744
-6.9872	1.9872
-6.9872	2.0000
-6.9872	2.0128
-6.9872	2.0256
-6.9872	2.0385
-6.9872	2.0513
-6.9872	2.0641
-6.9872	2.0769
-6.9872	2.0897
-6.9872	2.1026
-6.9744	2.1154
-6.9744	2.1282
-6.9744	2.1410
-6.9744	2.1538
-6.9744	2.1667
-6.9744	2.1795
-6.9744	2.1923
-6.9744	2.2051
-6.9744	2.2179
-6.9744	2.2308
-6.9744	2.2436
-6.9615	2.2564
-6.9615	2.2692
-6.9615	2.2821
-6.9615	2.2949
-6.9615	2.3077
-6.9615	2.3205
-6.9487	2.3333
-6.9487	2.3462
-6.9487	2.3590
-6.9487	2.3718
-6.9487	2.3846
-6.9487	2.3974
-6.9359	2.4103
-6.9359	2.4231
-6.9359	2.4359
-6.9359	2.4487
-6.9231	2.4615
-6.9231	2.4744
-6.9231	2.4872
-6.9231	2.5000
-6.9103	2.5128
-6.9103	2.5256
-6.9103	2.5385
-6.9103	2.5513
-6.8974	2.5641
-6.8974	2.5769
-6.8974	2.5897
-6.8846	2.6026
-6.8846	2.6154
-6.8846	2.6282
-6.8718	2.6410
-6.8718	2.6538
-6.8718	2.6667
-6.8590	2.6795
-6.8590	2.6923
-6.8590	2.7051
-6.8462	2.7179
-6.8462	2.7308
-6.8333	2.7436
-6.8333	2.7564
-6.8333	2.7692
-6.8205	2.7821
-6.8205	2.7949
-6.8077	2.8077
-6.8077	2.8205
-6.7949	2.8333
-6.7949	2.8462
-6.7949	2.8590
-6.7820	2.8718
-6.7820	2.8846
-6.7692	2.8974
-6.7692	2.9103
-6.7564	2.9231
-6.7564	2.9359
-6.7436	2.9487
-6.7436	2.9615
-6.7308	2.9744
-6.7179	2.9872
-6.7051	3.0000
-6.7051	3.0128
-6.6923	3.0256
-6.6795	3.0385
-6.6795	3.0513
-6.6667	3.0641
-6.6667	3.0769
-6.6538	3.0897
-6.6410	3.1026
-6.6410	3.1154
-6.6282	3.1282
-6.6154	3.1410
-6.6026	3.1538
-6.6026	3.1667
-6.5897	3.1795
-6.5769	3.1923
-6.5641	3.2051
-6.5641	3.2179
-6.5513	3.2308
-6.5385	3.2436
-6.5256	3.2564
-6.5128	3.2692
-6.5000	3.2821
-6.5000	3.2949
-6.4872	3.3077
-6.4744	3.3205
-6.4615	3.3333
-6.4487	3.3462
-6.4359	3.3590
-6.4231	3.3718
-6.4103	3.3846
-6.3974	3.3974
-6.3846	3.4103
-6.3718	3.4231
-6.3590	3.4359
-6.3462	3.4487
-6.3333	3.4615
-6.3205	3.4744
-6.3077	3.4872
-6.2949	3.5000
-6.2820	3.5128
-6.2692	3.5256
-6.2564	3.5385
-6.2436	3.5513
-6.2308	3.5641
-6.2179	3.5769
-6.2051	3.5769
-6.1923	3.5897
-6.1795	3.6026
-6.1667	3.6154
-6.1538	3.6154
-6.1410	3.6282
-6.1282	3.6410
-6.1154	3.6410
-6.1026	3.6538
-6.0897	3.6667
-6.0769	3.6667
-6.0641	3.6795
-6.0513	3.6923
-6.0385	3.6923
-6.0256	3.7051
-6.0128	3.7051
-6.0000	3.7179
-5.9872	3.7308
-5.9744	3.7308
-5.9615	3.7436
-5.9487	3.7436
-5.9359	3.7564
-5.9231	3.7564
-5.9103	3.7692
-5.8974	3.7692
-5.8846	3.7821
-5.8718	3.7821
-5.8590	3.7949
-5.8462	3.7949
-5.8333	3.8077
-5.8205	3.8077
-5.8077	3.8205
-5.7949	3.8205
-5.7821	3.8333
-5.7692	3.8333
-5.7564	3.8333
-5.7436	3.8462
-5.7308	3.8462
-5.7179	3.8462
-5.7051	3.8590
-5.6923	3.8590
-5.6795	3.8590
-5.6667	3.8718
-5.6538	3.8718
-5.6410	3.8846
-5.6282	3.8846
-5.6154	3.8846
-5.6026	3.8974
-5.5897	3.8974
-5.5769	3.8974
-5.5641	3.9103
-5.5513	3.9103
-5.5385	3.9103
-5.5256	3.9103
-5.5128	3.9231
-5.5000	3.9231
-5.4872	3.9231
-5.4744	3.9231
-5.4615	3.9359
-5.4487	3.9359
-5.4359	3.9359
-5.4231	3.9359
-5.4103	3.9487
-5.3974	3.9487
-5.3846	3.9487
-5.3718	3.9487
-5.3590	3.9487
-5.3462	3.9615
-5.3333	3.9615
-5.3205	3.9615
-5.3077	3.9615
-5.2949	3.9615
-5.2821	3.9744
-5.2692	3.9744
-5.2564	3.9744
-5.2436	3.9744
-5.2308	3.9744
-5.2179	3.9744
-5.2051	3.9744
-5.1923	3.9744
-5.1795	3.9744
-5.1667	3.9872
-5.1538	3.9872
-5.1410	3.9872
-5.1282	3.9872
-5.1154	3.9872
-5.1026	3.9872
-5.0897	3.9872
-5.0769	3.9872
-5.0641	3.9872
-5.0513	3.9872
-5.0385	3.9872
-5.0256	3.9872
-5.0128	3.9872
-5.0000	3.9872
-4.9872	3.9872
-4.9744	3.9872
-4.9615	3.9872
-4.9487	3.9872
-4.9359	3.9872
-4.9231	3.9872
-4.9103	3.9872
-4.8974	3.9872
-4.8846	3.9872
-4.8718	3.9872
-4.8590	3.9872
-4.8462	3.9872
-4.8333	3.9872
-4.8205	3.9872
-4.8077	3.9872
-4.7949	3.9872
-4.7821	3.9872
-4.7692	3.9872
-4.7564	3.9872
-4.7436	3.9872
-4.7308	3.9872
-4.7179	3.9872
-4.7051	3.9872
-4.6923	3.9872
-4.6795	3.9872
-4.6667	3.9872
-4.6538	3.9872
-4.6410	3.9872
-4.6282	3.9872
-4.6154	3.9872
-4.6026	3.9872
-4.5897	3.9872
-4.5769	3.9872
-4.5641	3.9872
-4.5513	3.9872
-4.5385	3.9872
-4.5256	3.9872
-4.5128	3.9872
-4.5000	3.9872
-4.4872	3.9872
-4.4744	3.9872
-4.4615	3.9872
-4.4487	3.9872
-4.4359	3.9872
-4.4231	3.9872
-4.4103	3.9872
-4.3974	3.9872
-4.3846	3.9872
-4.3718	3.9872
-4.3590	3.9872
-4.3462	3.9872
-4.3333	3.9872
-4.3205	3.9872
-4.3077	3.9872
-4.2949	3.9872
-4.2821	3.9872
-4.2692	3.9872
-4.2564	3.9872
-4.2436	3.9872
-4.2308	3.9872
-4.2179	3.9872
-4.2051	3.9872
-4.1923	3.9872
-4.1795	3.9872
-4.1667	3.9872
-4.1538	3.9872
-4.1410	3.9872
-4.1282	3.9872
-4.1154	3.9872
-4.1026	3.9872
-4.0897	3.9872
-4.0769	3.9872
-4.0641	3.9872
-4.0513	3.9872
-4.0385	3.9872
-4.0256	3.9872
-4.0128	3.9872
-4.0000	3.9872
-3.9872	3.9872
-3.9744	3.9872
-3.9615	3.9872
-3.9487	3.9872
-3.9359	3.9872
-3.9231	3.9872
-3.9103	3.9872
-3.8974	3.9872
-3.8846	3.9872
-3.8718	3.9872
-3.8590	3.9872
-3.8462	3.9872
-3.8333	3.9872
-3.8205	3.9872
-3.8077	3.9872
-3.7949	3.9872
-3.7821	3.9872
-3.7692	3.9872
-3.7564	3.9872
-3.7436	3.9872
-3.7308	3.9872
-3.7179	3.9872
-3.7051	3.9872
-3.6923	3.9872
-3.6795	3.9872
-3.6667	3.9872
-3.6538	3.9872
-3.6410	3.9872
-3.6282	3.9872
-3.6154	3.9872
-3.6026	3.9872
-3.5897	3.9872
-3.5769	3.9872
-3.5641	3.9872
-3.5513	3.9872
-3.5385	3.9872
-3.5256	3.9872
-3.5128	3.9872
-3.5000	3.9872
-3.4872	3.9872
-3.4744	3.9872
-3.4615	3.9872
-3.4487	3.9872
-3.4359	3.9872
-3.4231	3.9872
-3.4103	3.9872
-3.3974	3.9872
-3.3846	3.9872
-3.3718	3.9872
-3.3590	3.9872
-3.3462	3.9872
-3.3333	3.9872
-3.3205	3.9872
-3.3077	3.9872
-3.2949	3.9872
-3.2821	3.9872
-3.2692	3.9872
-3.2564	3.9872
-3.2436	3.9872
-3.2308	3.9872
-3.2179	3.9872
-3.2051	3.9872
-3.1923	3.9872
-3.1795	3.9872
-3.1667	3.9872
-3.1538	3.9872
-3.1410	3.9872
-3.1282	3.9872
-3.1154	3.9872
-3.1026	3.9872
-3.0897	3.9872
-3.0769	3.9872
-3.0641	3.9872
-3.0513	3.9872
-3.0385	3.9872
-3.0256	3.9872
-3.0128	3.9872
-3.0000	3.9872
-2.9872	3.9872
-2.9744	3.9872
-2.9615	3.9872
-2.9487	3.9872
-2.9359	3.9872
-2.9231	3.9872
-2.9103	3.9872
-2.8974	3.9872
-2.8846	3.9872
-2.8718	3.9872
-2.8590	3.9872
-2.8462	3.9872
-2.8333	3.9872
-2.8205	3.9872
-2.8077	3.9872
-2.7949	3.9872
-2.7821	3.9872
-2.7692	3.9872
-2.7564	3.9872
-2.7436	3.9872
-2.7308	3.9872
-2.7179	3.9872
-2.7051	3.9872
-2.6923	3.9872
-2.6795	3.9872
-2.6667	3.9872
-2.6538	3.9872
-2.6410	3.9872
-2.6282	3.9872
-2.6154	3.9872
-2.6026	3.9872
-2.5897	3.9872
-2.5769	3.9872
-2.5641	3.9872
-2.5513	3.9872
-2.5385	3.9872
-2.5256	3.9872
-2.5128	3.9872
-2.5000	3.9872
-2.4872	3.9872
-2.4744	3.9872
-2.4615	3.9872
-2.4487	3.9872
-2.4359	3.9872
-2.4231	3.9872
-2.4103	3.9872
-2.3974	3.9872
-2.3846	3.9872
-2.3718	3.9872
-2.3590	3.9872
-2.3462	3.9872
-2.3333	3.9872
-2.3205	3.9872
-2.3077	3.9872
-2.2949	3.9872
-2.2821	3.9872
-2.2692	3.9872
-2.2564	3.9872
-2.2436	3.9872
-2.2308	3.9872
-2.2179	3.9872
-2.2051	3.9872
-2.1923	3.9872
-2.1795	3.9872
-2.1667	3.9872
-2.1538	3.9872
-2.1410	3.9872
-2.1282	3.9872
-2.1154	3.9872
-2.1026	3.9872
-2.0897	3.9872
-2.0769	3.9872
-2.0641	3.9872
-2.0513	3.9872
-2.0385	3.9872
-2.0256	3.9872
-2.0128	3.9872
-2.0000	3.9872
-1.9872	3.9872
-1.9744	3.9872
-1.9615	3.9872
-1.9487	3.9872
-1.9359	3.9872
-1.9231	3.9872
-1.9103	3.9872
-1.8974	3.9872
-1.8846	3.9872
-1.8718	3.9872
-1.8590	3.9872
-1.8462	3.9872
-1.8333	3.9872
-1.8205	3.9872
-1.8077	3.9872
-1.7949	3.9872
-1.7821	3.9872
-1.7692	3.9872
-1.7564	3.9872
-1.7436	3.9872
-1.7308	3.9872
-1.7179	3.9872
-1.7051	3.9872
-1.6923	3.9872
-1.6795	3.9872
-1.6667	3.9872
-1.6538	3.9872
-1.6410	3.9872
-1.6282	3.9872
-1.6154	3.9872
-1.6026	3.9872
-1.5897	3.9872
-1.5769	3.9872
-1.5641	3.9872
-1.5513	3.9872
-1.5385	3.9872
-1.5256	3.9872
-1.5128	3.9872
-1.5000	3.9872
-1.4872	3.9872
-1.4744	3.9872
-1.4615	3.9872
-1.4487	3.9872
-1.4359	3.9872
-1.4231	3.9872
-1.4103	3.9872
-1.3974	3.9872
-1.3846	3.9872
-1.3718	3.9872
-1.3590	3.9872
-1.3462	3.9872
-1.3333	3.9872
-1.3205	3.9872
-1.3077	3.9872
-1.2949	3.9872
-1.2821	3.9872
-1.2692	3.9872
-1.2564	3.9872
-1.2436	3.9872
-1.2308	3.9872
-1.2179	3.9872
-1.2051	3.9872
-1.1923	3.9872
-1.1795	3.9872
-1.1667	3.9872
-1.1538	3.9872
-1.1410	3.9872
-1.1282	3.9872
-1.1154	3.9872
-1.1026	3.9872
-1.0897	3.9872
-1.0769	3.9872
-1.0641	3.9872
-1.0513	3.9872
-1.0385	3.9872
-1.0256	3.9872
-1.0128	3.9872
-1.0000	3.9872
-0.9872	3.9872
-0.9744	3.9872
-0.9615	3.9872
-0.9487	3.9872
-0.9359	3.9872
-0.9231	3.9872
-0.9103	3.9872
-0.8974	3.9872
-0.8846	3.9872
-0.8718	3.9872
-0.8590	3.9872
-0.8462	3.9872
-0.8333	3.9872
-0.8205	3.9872
-0.8077	3.9872
-0.7949	3.9872
-0.7821	3.9872
-0.7692	3.9872
-0.7564	3.9872
-0.7436	3.9872
-0.7308	3.9872
-0.7179	3.9872
-0.7051	3.9872
-0.6923	3.9872
-0.6795	3.9872
-0.6667	3.9872
-0.6538	3.9872
-0.6410	3.9872
-0.6282	3.9872
-0.6154	3.9872
-0.6026	3.9872
-0.5897	3.9872
-0.5769	3.9872
-0.5641	3.9872
-0.5513	3.9872
-0.5385	3.9872
-0.5256	3.9872
-0.5128	3.9872
-0.5000	3.9872
-0.4872	3.9872
-0.4744	3.9872
-0.4615	3.9872
-0.4487	3.9872
-0.4359	3.9872
-0.4231	3.9872
-0.4103	3.9872
-0.3974	3.9872
-0.3846	3.9872
-0.3718	3.9872
-0.3590	3.9872
-0.3462	3.9872
-0.3333	3.9872
-0.3205	3.9872
-0.3077	3.9872
-0.2949	3.9872
-0.2821	3.9872
-0.2692	3.9872
-0.2564	3.9872
-0.2436	3.9872
-0.2308	3.9872
-0.2179	3.9872
-0.2051	3.9872
-0.1923	3.9872
-0.1795	3.9872
-0.1667	3.9872
-0.1538	3.9872
-0.1410	3.9872
-0.1282	3.9872
-0.1154	3.9872
-0.1026	3.9872
-0.0897	3.9872
-0.0769	3.9872
-0.0641	3.9872
-0.0513	3.9872
-0.0385	3.9872
-0.0256	3.9872
-0.0128	3.9872
0.0000	3.9872
0.0128	3.9872
0.0256	3.9872
0.0385	3.9872
0.0513	3.9872
0.0641	3.9872
0.0769	3.9872
0.0897	3.9872
0.1026	3.9872
0.1154	3.9872
0.1282	3.9872
0.1410	3.9872
0.1538	3.9872
0.1667	3.9872
0.1795	3.9872
0.1923	3.9872
0.2051	3.9872
0.2179	3.9872
0.2308	3.9872
0.2436	3.9872
0.2564	3.9872
0.2692	3.9872
0.2821	3.9872
0.2949	3.9872
0.3077	3.9872
0.3205	3.9872
0.3333	3.9872
0.3462	3.9872
0.3590	3.9872
0.3718	3.9872
0.3846	3.9872
0.3974	3.9872
0.4103	3.9872
0.4231	3.9872
0.4359	3.9872
0.4487	3.9872
0.4615	3.9872
0.4744	3.9872
0.4872	3.9872
0.5000	3.9872
0.5128	3.9872
0.5256	3.9872
0.5385	3.9872
0.5513	3.9872
0.5641	3.9872
0.5769	3.9872
0.5897	3.9872
0.6026	3.9872
0.6154	3.9872
0.6282	3.9872
0.6410	3.9872
0.6538	3.9872
0.6667	3.9872
0.6795	3.9872
0.6923	3.9872
0.7051	3.9872
0.7179	3.9872
0.7308	3.9872
0.7436	3.9872
